,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1027,Some Kind of Heaven,Hurts,0.61,0.901,6,-2.084,1,0.0524,0.0108,4.18e-06,0.261,0.515,123.969,198627,4
1028,Some Nights,fun.,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,4
1029,Someone,Jubël,0.7,0.904,2,-4.03,1,0.0431,0.0531,8.03e-06,0.105,0.347,103.039,181102,4
1030,Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
1031,Some Say,Nea,0.779,0.342,3,-6.316,0,0.0404,0.701,2.56e-06,0.132,0.482,104.993,175602,4
1032,Something Just Like This,The Chainsmokers,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
1033,Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4
1034,Sorry Not Sorry,Demi Lovato,0.701,0.638,11,-6.889,0,0.238,0.0252,0.0,0.256,0.868,144.084,203760,4
1035,Sorry Not Sorry,Demi Lovato,0.704,0.633,11,-6.923,0,0.241,0.0214,0.0,0.29,0.863,144.021,203760,4
1036,SOS,Avicii,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4
1037,The Space Between A Rock And A Hard Place,5 Seconds of Summer,0.506,0.961,7,-3.725,1,0.0837,0.00524,0.0,0.318,0.575,180.087,202985,4
1038,Space Melody (Edward Artemyev) (feat. Leony),VIZE,0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966,180152,4
1039,The Spark,Afrojack,0.651,0.898,11,-4.942,1,0.0391,0.152,0.0,0.11,0.599,126.051,240893,4
1040,The Spectre,Alan Walker,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,193788,4
1041,Speechless (feat. Erika Sirola),Robin Schulz,0.574,0.728,1,-4.777,1,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,214942,4
1042,Spirit (feat. Mahan Moin),Gromee,0.701,0.795,1,-4.104,0,0.0649,0.0301,0.0,0.103,0.637,125.035,196336,4
1043,Spirits,The Strumbellas,0.556,0.658,0,-6.075,1,0.0265,0.163,0.0,0.113,0.787,80.529,203653,4
1044,Stand By Me,Bootstraps,0.155,0.273,11,-13.273,1,0.0319,0.661,0.611,0.0992,0.0815,82.604,214427,4
1045,Stargazing,Kygo,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,236853,4
1046,Stars,VIZE,0.617,0.847,6,-2.933,1,0.11,0.0292,0.0,0.16,0.345,127.878,165469,4
1047,Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4
1048,Star Shopping,Lil Peep,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,4
1049,Start Again (feat. Logic),Selena Gomez,0.564,0.722,1,-5.59,0,0.124,0.162,0.0,0.0931,0.276,99.083,165627,4
1050,Starving,Hailee Steinfeld,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,181880,4
1051,Stay,Zedd,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4
1052,Stay (Don't Go Away) [feat. Raye],David Guetta,0.669,0.797,9,-5.68,0,0.0624,0.259,0.0,0.199,0.552,119.865,185943,4
1053,Stay (feat. Maty Noyes),Kygo,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465,4
1054,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347,4
1055,Stay With Me,Sam Smith,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
1056,Stay Young,Mike Perry,0.572,0.713,5,-4.826,1,0.0406,0.0754,0.0,0.226,0.559,89.996,157005,4
1057,Steal My Girl,One Direction,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133,4
1058,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4
1059,Stitches,Shawn Mendes,0.75,0.746,10,-6.699,0,0.0807,0.0195,0.0,0.0447,0.747,149.882,206907,4
1060,Stolen Dance,Milky Chance,0.879,0.566,11,-8.789,1,0.0364,0.411,0.000128,0.0794,0.673,114.006,315693,4
1061,Stole the Show,Kygo,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,223187,4
1062,Story of My Life,One Direction,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
1063,Stranger Things (feat. OneRepublic),Kygo,0.604,0.661,0,-5.914,1,0.0375,0.234,0.0,0.0951,0.506,107.016,221440,4
1064,Stranger Things (feat. OneRepublic) - Alan Walker Remix,Kygo,0.659,0.742,0,-4.624,1,0.0283,0.146,0.0,0.217,0.729,106.947,178413,4
1065,Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
1066,Strip That Down,Liam Payne,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,204502,4
1067,Stronger,Kanye West,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98,311867,4
1068,Strongest,Ina Wroldsen,0.538,0.595,0,-7.398,1,0.112,0.0874,6.48e-06,0.161,0.334,183.736,207333,4
1069,Stuck,Imagine Dragons,0.621,0.478,5,-8.246,1,0.0351,0.263,0.0,0.257,0.248,115.023,190853,4
1070,Stupid Love,Lady Gaga,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973,193531,4
1071,Style,Taylor Swift,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,4
1072,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,0.684,0.823,9,-3.297,0,0.0773,0.0744,0.0,0.111,0.647,91.048,208163,4
1073,Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040,4
1074,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491,4
1075,Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
1076,Sugar (feat. Francesco Yates),Robin Schulz,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,4
1077,Summer,Calvin Harris,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
1078,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,4
1079,Summer Jam - Video Edit,R.I.O.,0.702,0.711,1,-6.913,0,0.0349,0.0476,3.12e-06,0.153,0.812,128.006,182657,4
1080,Summer Paradise (feat. Sean Paul) - Single Version,Simple Plan,0.421,0.822,2,-4.415,1,0.0542,0.0132,0.0,0.092,0.751,171.935,234787,4
1081,Summertime Sadness,Lana Del Rey,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,265427,4
1082,Sun Comes Up (feat. James Arthur),Rudimental,0.619,0.858,10,-5.28,1,0.0929,0.00791,0.0,0.173,0.23,106.017,232627,4
1083,Sunday Love,Valntn,0.768,0.558,0,-9.257,1,0.0922,0.382,0.000366,0.728,0.418,100.006,213500,4
1084,Sunflower - Spider-Man: Into the Spider-Verse,Various Artists,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
1085,"Sunflower, Vol. 6",Harry Styles,0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,221827,4
1086,Sun Is Shining,Axwell /\ Ingrosso,0.467,0.757,2,-3.01,1,0.0517,0.0866,0.0,0.0742,0.383,131.993,254653,4
1087,Sunrise (feat. Jason Walker),Kygo,0.636,0.6,6,-6.964,1,0.0288,0.211,0.0,0.141,0.476,100.051,214827,4
1088,Sunset Lover,Petit Biscuit,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,237793,4
1089,Sunshine,Cat Dealers,0.697,0.674,7,-5.422,0,0.0368,0.138,0.000247,0.119,0.455,121.984,183934,4
1090,Sunshine,Mouth Water,0.74,0.832,10,-8.53,1,0.0458,0.0901,0.000725,0.36,0.512,116.041,203031,4
1091,Supalonely,BENEE,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
1092,Supergirl - Radio Edit,Anna Naklab,0.613,0.742,10,-6.113,0,0.0338,0.0777,0.000674,0.0862,0.356,122.017,212827,4
1093,Superheroes,The Script,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,245467,4
1094,"Survive (feat. Emeli Sandé, Gucci Mane)",Don Diablo,0.585,0.772,10,-6.619,0,0.196,0.714,6.97e-06,0.113,0.364,99.565,189427,4
1095,Sweet but Psycho,Ava Max,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4
1096,Sweet Lovin',Sigala,0.679,0.925,10,-1.44,1,0.0501,0.0238,4.68e-05,0.322,0.644,124.974,233106,4
1097,Sweet Nothing (feat. Florence Welch),Calvin Harris,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4
1098,"Świt (feat. Daria Zawiałow, KRÓL & Igo)",Męskie Granie Orkiestra 2020,0.508,0.848,2,-4.282,1,0.0483,0.0201,2.19e-06,0.343,0.853,79.936,192290,4
1099,Symphony (feat. Zara Larsson),Clean Bandit,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733,4
1100,Szampan,sanah,0.684,0.676,1,-6.669,0,0.0268,0.0159,0.0,0.272,0.674,129.977,200087,4
1101,Takeaway,The Chainsmokers,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,209880,4
1102,Take Her Place (feat. A R I Z O N A),Don Diablo,0.603,0.744,0,-5.724,1,0.0458,0.279,4.87e-06,0.106,0.605,101.991,209660,4
1103,Take Me Away,Raaban,0.517,0.916,7,-5.253,1,0.205,0.155,0.00012,0.603,0.343,125.197,196850,4
1104,Take Me Home (feat. Bebe Rexha),Cash Cash,0.571,0.903,7,-2.184,1,0.214,0.0615,1.23e-06,0.186,0.477,127.951,206320,4
1105,Take Me To Church,Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4
1106,Take You Dancing,Jason Derulo,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4
1107,Talk Dirty (feat. 2 Chainz),Jason Derulo,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685,4
1108,Talk (feat. Disclosure),Khalid,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,197573,4
1109,Talking Body,Tove Lo,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427,4
1110,Talk That Talk,Rihanna,0.694,0.671,2,-4.088,1,0.0444,0.0371,3.14e-05,0.236,0.466,83.999,209600,4
1111,Talk That Talk - Album Version (Edited),Rihanna,0.641,0.687,2,-4.093,1,0.0544,0.0332,1.34e-05,0.211,0.375,168.055,209600,4
1112,Team,Lorde,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,193059,4
1113,Tear in My Heart,Twenty One Pilots,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493,4
1114,Teenage Dream,Katy Perry,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,227760,4
1115,Teeth,5 Seconds of Summer,0.755,0.448,3,-2.993,0,0.0405,0.0508,3.87e-06,0.11,0.431,139.028,204887,4
1116,Tell Me Who - Slider & Magnit Remix,Vanotek,0.631,0.866,10,-4.765,0,0.21,0.063,0.000156,0.0699,0.372,110.057,189318,4
1117,Tequila,Dan + Shay,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
1118,Tequila - Jax Jones & Martin Solveig Present Europa,Jax Jones,0.773,0.695,1,-7.101,0,0.0954,0.00144,0.0167,0.111,0.837,123.999,210968,4
1119,Tęskno Mi,Sarsa,0.573,0.795,0,-4.326,1,0.069,0.0495,0.0,0.0893,0.567,146.968,215267,4
1120,#thatPOWER,will.i.am,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,279507,4
1121,That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,0.769,0.437,1,-6.406,1,0.0363,0.44,0.0,0.116,0.737,103.921,186443,4
1122,That's What I Like,Bruno Mars,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
1123,That's What I Like - Alan Walker Remix,Bruno Mars,0.692,0.896,1,-4.017,1,0.0502,0.0121,6.59e-05,0.199,0.798,134.056,195889,4
1124,There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,4
1125,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,210773,4
1126,Things We Lost In The Fire,Bastille,0.587,0.918,4,-4.878,0,0.0581,0.0636,0.0,0.267,0.629,134.055,240747,4
1127,Think About You,Kygo,0.673,0.596,10,-7.891,1,0.0354,0.166,0.0,0.11,0.19,123.969,208567,4
1128,Thinking Bout You,Ariana Grande,0.507,0.696,11,-6.027,1,0.0621,0.0152,0.000821,0.121,0.406,102.983,200400,4
1129,Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
1130,This Feeling,The Chainsmokers,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4
1131,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,0.793,0.729,0,-4.77,0,0.0394,0.08,3.1e-05,0.317,0.488,121.972,195547,4
1132,This Is How We Do,Katy Perry,0.69,0.636,9,-6.028,0,0.0457,0.0203,0.0,0.147,0.8,96.0,204285,4
1133,This Is Love,will.i.am,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.954,279027,4
1134,This Is Me (From the Greatest Showman),Kesha,0.382,0.638,11,-4.516,0,0.041,0.0206,0.0,0.16,0.15,94.44,234886,4
1135,This Is What It Feels Like,Armin van Buuren,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,204360,5
1136,This Is What You Came For (feat. Rihanna),Calvin Harris,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
1137,This Love,Maroon 5,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,206200,4
1138,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207273,4
1139,This Summer's Gonna Hurt Like A Motherf****r,Various Artists,0.505,0.727,4,-7.112,0,0.0729,0.000818,0.0,0.315,0.169,98.894,226640,4
1140,This Time It's My Life,Micar,0.624,0.682,9,-7.271,1,0.0484,0.0843,1.78e-06,0.187,0.372,123.954,187338,4
1141,This Town (feat. Sasha Sloan),Kygo,0.736,0.449,10,-7.956,0,0.0633,0.506,6.63e-05,0.117,0.487,147.971,202280,4
1142,This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit,Kygo,0.735,0.463,10,-7.764,0,0.0789,0.508,4.48e-06,0.0998,0.526,147.965,202267,4
1143,Thousand Faces,Don Diablo,0.577,0.821,11,-3.068,1,0.0455,0.536,0.0,0.0949,0.525,97.015,178763,4
1144,Three-Thirty,AJR,0.66,0.682,6,-4.297,0,0.134,0.31,0.0,0.333,0.675,96.029,210284,4
1145,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,4
1146,Thumbs,Sabrina Carpenter,0.73,0.718,8,-3.496,1,0.0478,0.0284,0.0,0.0892,0.127,135.045,216467,4
1147,Thunder,Imagine Dragons,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
1148,Thursday - Nicky Romero Remix,Jess Glynne,0.739,0.622,11,-5.382,0,0.0394,0.532,0.0,0.0508,0.615,119.992,217804,4
1149,Tick Tock (feat. 24kGoldn),Clean Bandit,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,178374,4
1150,Tightrope,LP,0.425,0.792,8,-6.248,0,0.108,0.183,6.15e-06,0.116,0.46,159.993,218644,4
1151,TiK ToK,Kesha,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4
1152,TiK ToK (feat. Liinii),Olympis,0.629,0.874,5,-5.92,1,0.131,0.00493,2.61e-05,0.134,0.27,124.994,146250,4
1153,Til the Sun Rise Up (feat. Akon),Bob Sinclar,0.673,0.751,6,-6.92,0,0.0394,0.093,0.0,0.137,0.615,125.988,190952,4
1154,Timber (feat. Ke$ha),Pitbull,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
1155,Time of Our Lives,Pitbull,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
1156,Time Won't Wait,Filatov & Karas,0.745,0.856,9,-4.773,0,0.0338,0.0119,0.0,0.0566,0.71,119.983,200000,4
1157,Tip Toe (feat. French Montana),Jason Derulo,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,187521,4
1158,Tired,Alan Walker,0.69,0.876,2,-4.159,1,0.059,0.0428,0.0,0.147,0.493,123.994,192112,4
1159,Tired Bones,L.B. One,0.654,0.849,9,-3.633,0,0.047,0.0232,0.000106,0.642,0.485,100.047,193686,4
1160,Titanium (feat. Sia),David Guetta,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4
1161,To Be So Lonely,Harry Styles,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,192080,4
1162,Toca Toca - Radio Edit,Fly Project,0.907,0.61,10,-4.588,0,0.0922,0.0211,3.28e-05,0.0317,0.926,125.975,165606,4
1163,To Die For,Kygo,0.535,0.431,0,-8.071,1,0.0374,0.306,0.0,0.101,0.0954,129.797,230233,4
1164,Together,Sia,0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007,205208,4
1165,Too Good,Drake,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,263373,4
1166,Torn,Ava Max,0.664,0.831,2,-4.472,0,0.0436,0.111,1.42e-06,0.0596,0.696,125.058,198006,4
1167,Torn - KREAM Remix,Ava Max,0.742,0.864,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032,169935,4
1168,Touch,Little Mix,0.607,0.718,4,-4.095,1,0.0978,0.032,0.0,0.403,0.551,101.821,213307,4
1169,"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,0.402,0.754,8,-4.837,1,0.0432,0.143,0.0,0.358,0.621,108.17,191248,4
1170,Toukassé,SHANGUY,0.781,0.819,5,-3.731,0,0.0888,0.26,0.0131,0.429,0.75,104.984,220640,4
1171,Traffic Lights,Lena,0.304,0.77,9,-5.156,1,0.0754,0.031,0.0,0.111,0.245,81.992,167800,4
1172,Trampoline (with ZAYN),SHAED,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280,4
1173,Treat You Better,Shawn Mendes,0.455,0.797,10,-4.133,0,0.36,0.132,0.0,0.11,0.757,165.717,187973,4
1174,Trofea,Dawid Podsiadło,0.758,0.673,0,-7.51,1,0.0579,0.00885,1.31e-05,0.158,0.635,109.908,224987,4
1175,Trójkąty i Kwadraty,Dawid Podsiadło,0.712,0.716,4,-9.767,0,0.0328,0.0153,0.0533,0.126,0.768,124.961,243067,4
1176,The Truth,Kygo,0.629,0.539,7,-7.006,0,0.063,0.166,0.0,0.189,0.316,109.885,193747,4
1177,"Try Everything - z filmu ""Zwierzogród""",Shakira,0.704,0.598,1,-4.922,1,0.0309,0.0283,0.0,0.106,0.472,115.483,196707,4
1178,Trying Not to Love You,Nickelback,0.473,0.924,11,-4.297,0,0.0446,0.0132,0.0,0.184,0.41,160.017,251880,4
1179,Try Me (feat. Jennifer Lopez and Matoma),Jason Derulo,0.579,0.68,8,-5.634,1,0.076,0.0157,0.0,0.0699,0.211,100.033,200240,4
1180,Tsunami (Jump) [feat. Tinie Tempah] - Radio Edit,Tinie Tempah,0.699,0.982,11,-1.115,0,0.142,0.0421,0.000332,0.0854,0.389,127.966,159492,4
1181,Turn Down for What,DJ Snake,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4
1182,Turning Out,AJR,0.604,0.522,3,-5.505,1,0.0361,0.166,0.0,0.139,0.459,97.028,260961,4
1183,Turn Me On (feat. Nicki Minaj),David Guetta,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,199680,4
1184,Turn Up the Music,Chris Brown,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,227973,4
1185,Umbrella,Rihanna,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
1186,Uncover,Zara Larsson,0.556,0.529,2,-4.464,1,0.025,0.4,0.0,0.268,0.308,89.887,213543,4
1187,Under,Alex Hepburn,0.5,0.742,5,-4.029,0,0.0385,0.15,0.0,0.357,0.423,167.83,238213,4
1188,Under Control (feat. Hurts),Calvin Harris,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,4
1189,Under Control (feat. Hurts) - Extended Mix,Calvin Harris,0.643,0.9,5,-5.102,0,0.0644,0.0388,0.0563,0.0604,0.148,126.023,336613,4
1190,Understand,Shawn Mendes,0.613,0.616,0,-6.33,1,0.39,0.355,0.0,0.099,0.102,78.996,300973,4
1191,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253,4
1192,Undress Rehearsal,Timeflies,0.953,0.652,11,-4.159,0,0.0849,0.00456,0.0,0.0287,0.73,122.997,214787,4
1193,Unforgettable,Nico Santos,0.601,0.923,10,-3.958,1,0.0717,0.0321,0.0,0.158,0.572,94.059,210685,4
1194,Unforgettable,Robin Schulz,0.683,0.538,4,-8.503,0,0.0599,0.138,1.28e-06,0.303,0.445,110.0,225960,4
1195,Unsteady,X Ambassadors,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4
1196,Unstoppable,Sia,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4
1197,Unstoppable,The Score,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,192107,4
1198,Up & Down,Marnik,0.758,0.746,0,-7.209,0,0.0285,0.442,0.000834,0.154,0.658,137.968,164893,4
1199,Up (feat. Demi Lovato),Olly Murs,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,0.638,114.948,224293,4
1200,Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
1201,Use Somebody,Kings of Leon,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4
1202,Victorious,Panic! At The Disco,0.57,0.865,8,-4.518,1,0.0472,0.00205,0.0,0.404,0.691,110.01,178600,4
1203,Virus,Eastblock Bitches,0.656,0.871,3,-4.19,1,0.178,0.00773,6.23e-05,0.101,0.317,129.036,142408,4
1204,Viva La Vida,Coldplay,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
1205,Wait,Maroon 5,0.659,0.604,8,-5.084,1,0.0542,0.0889,0.0,0.105,0.407,126.135,190643,4
1206,Wait,Martin Jensen,0.649,0.664,8,-4.768,0,0.0617,0.178,0.0,0.15,0.339,110.041,165084,4
1207,Waiting All Night (feat. Ella Eyre),Rudimental,0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983,292587,4
1208,Waiting For Love,Avicii,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4
1209,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,4
1210,Wake Me Up,Avicii,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
1211,Wake Me Up In Paris,Anthony Keyrouz,0.71,0.816,11,-4.516,0,0.186,0.0573,4.87e-06,0.176,0.363,131.001,136947,4
1212,Walk,Kwabs,0.615,0.814,9,-3.903,0,0.0677,0.17,0.0,0.218,0.577,144.005,214150,4
1213,Walking The Wire,Imagine Dragons,0.54,0.761,4,-5.339,1,0.0372,0.0163,0.0,0.0941,0.147,100.008,232907,4
1214,Walk Me Home,P!nk,0.652,0.453,1,-6.119,1,0.0445,0.0507,0.0,0.179,0.432,88.039,177391,3
1215,Wanted,OneRepublic,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,136248,4
1216,Want to Want Me,Jason Derulo,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719,4
1217,Want You Back,5 Seconds of Summer,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03e-06,0.202,0.579,98.03,173082,4
1218,Wasted,Tiësto,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,188371,4
1219,Wasted Love (feat. Lagique),Ofenbach,0.734,0.855,6,-4.578,0,0.135,0.0821,4.73e-06,0.0901,0.54,121.955,139563,4
1220,Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
1221,Water Under The Bridge,Adele,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.35e-06,0.105,0.537,94.963,240439,4
1222,Waves - Acoustic,Dean Lewis,0.414,0.191,2,-11.421,1,0.0531,0.95,0.0,0.109,0.19,88.687,248176,4
1223,Waves - Robin Schulz Radio Edit,Mr. Probz,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,208133,4
1224,Way down We Go,KALEO,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,4
